submission_id,QUD,RT,age,comments,condition,education,endTime,experiment_id,gender,item,languages,min_chars,option1,option2,option3,phase,question,response,role_noun,sample_info,startDate,startTime,stereotype,timeSpent,trial_name,trial_number
3511,,21057,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,gender-neutral,Abitur,1655314540506,302,weiblich,31,deutsch,2,NA,NA,NA,1,In den Wintermonaten steigt die Anzahl der Patient*innen in den Arztpraxen stark an. <br /> ____ wartet schon seit Tagen auf einen Termin. <br /><br /> Bitte schreibe einen passenden Namen in das Feld.,Herbert,Patient*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,neutral,21.806,filler_sentences,1
3511,,34298,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,gender-neutral,Abitur,1655314540506,302,weiblich,28,deutsch,2,NA,NA,NA,1,"Um die besten Angebote nicht zu verpassen, müssen Immobilienmakler*innen täglich das Internet durchforsten. <br /> ____ hat allein heute 3 Stunden recherchiert. <br /><br /> Bitte schreibe einen passenden Namen in das Feld.",Mirko,Immobilienmakler*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,neutral,21.806,filler_sentences,1
3511,,12478,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,male,Abitur,1655314540506,302,weiblich,27,deutsch,2,NA,NA,NA,1,Während der Corona-Pandemie hatten Hundehalter mehr Zeit für ihre Vierbeiner. <br /> ____ ging jeden Nachmittag ausgiebig mit dem Hund spazieren. <br /><br /> Bitte schreibe einen passenden Namen in das Feld.,Lisa,Hundehalter*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,neutral,21.806,filler_sentences,1
3511,,26892,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,female,Abitur,1655314540506,302,weiblich,19,deutsch,2,NA,NA,NA,1,"Weil Pilotinnen beim Fliegen einer erhöhten Strahlung ausgesetzt sind, müssen sie früher in den Ruhestand. <br />		____ geht Ende des Jahres bereits in Rente, während Gleichaltrige noch 8 Jahre in ihrem Job arbeiten müssen. <br /><br /> Bitte schreibe einen passenden Namen in das Feld.",Antje,Pilot*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,male,21.806,filler_sentences,1
3511,,49374,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,gender-neutral,Abitur,1655314540506,302,weiblich,21,deutsch,2,NA,NA,NA,1,Eine erfolgreiche TV-Serie berichtet über die spannende Arbeit von Privatdetektiv*innen. <br />	____ arbeitet schon seit langem in einer Detektei und ärgert sich über die unauthentische Darstellung des Berufes. <br /><br /> Bitte schreibe einen passenden Namen in das Feld.,Zoe,Privatdetektiv*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,male,21.806,filler_sentences,1
3511,,14171,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,female,Abitur,1655314540506,302,weiblich,6,deutsch,2,NA,NA,NA,1,Im Gegensatz zu allen Fluggästen mögen Flugbegleiterinnen keinen Tomatensaft.<br /> ___________ bevorzugt Orangensaft während einer langen Flugreise. <br /><br /> Bitte schreibe einen passenden Namen in das Feld.,Svenja,Flugbegleiter*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,female,21.806,filler_sentences,1
3511,,13532,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,male,Abitur,1655314540506,302,weiblich,2,deutsch,2,NA,NA,NA,1,Die Balletttänzer der Kompanie haben ihre Generalprobe auf der großen Bühne. <br /> ____________ verletzt sich dabei am Bein. <br /> <br />Bitte schreibe einen passenden Namen in das Feld.,Ruan,Baletttänzer*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,female,21.806,filler_sentences,1
3511,,22680,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,male,Abitur,1655314540506,302,weiblich,5,deutsch,2,NA,NA,NA,1,"Wenn die Jahreszeiten wechseln, müssen Floristen die ganze Gärtnerei neu dekorieren. <br /> __________ liebt vor allem die Herbstdekoration. <br /> <br /> Bitte schreibe einen passenden Namen in das Feld.",Thorsten,Florist*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,female,21.806,filler_sentences,1
3511,,26945,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,female,Abitur,1655314540506,302,weiblich,15,deutsch,2,NA,NA,NA,1,"Ein leistungsstarker Computer ist ausschlaggebend für die Arbeit von Programmiererinnen. <br /> __________ installiert regelmäßig die neuesten Softwareupdates, um nicht von der Konkurrenz abgehängt zu werden. <br /><br /> Bitte schreibe einen passenden Namen in das Feld.",Marry,Programmierer*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,male,21.806,filler_sentences,1
3511,,15359,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,male,Abitur,1655314540506,302,weiblich,32,deutsch,2,NA,NA,NA,1,"Fotografen werden häufig für große Hochzeiten engagiert. <br /> ____ fotografiert dabei am liebsten spontane Momente, die nicht gestellt sind. <br /><br /> Bitte schreibe einen passenden Namen in das Feld.",Christoph,Fotograf*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,neutral,21.806,filler_sentences,1
3511,,11262,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,male,Abitur,1655314540506,302,weiblich,26,deutsch,2,NA,NA,NA,1,Bei Olympia werden die besten Sportler mit einer Medaille gekürt. <br /> ____ erhält Gold in der Disziplin Schwimmen. <br /><br /> Bitte schreibe einen passenden Namen in das Feld.,Jan,Sportler*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,neutral,21.806,filler_sentences,1
3511,,17215,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,male,Abitur,1655314540506,302,weiblich,3,deutsch,2,NA,NA,NA,1,Der Arbeitsalltag von Kassierern ist sehr anstrengend. <br /> __________ muss jeden Morgen um fünf Uhr aufstehen. <br /> <br />Bitte schreibe einen passenden Namen in das Feld.,Benjamin,Kassierer*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,female,21.806,filler_sentences,1
3511,,19966,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,male,Abitur,1655314540506,302,weiblich,9,deutsch,2,NA,NA,NA,1,"Nach dem Feierabend genießen die Kindergärtner die Ruhe von ihren kleinen Schützlingen.<br /> ___________ geht nach der Arbeit eine Runde joggen, um den Kopf freizubekommen. <br /><br /> Bitte schreibe einen passenden Namen in das Feld.",Timo,Kindergärtner*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,female,21.806,filler_sentences,1
3511,,15022,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,female,Abitur,1655314540506,302,weiblich,29,deutsch,2,NA,NA,NA,1,"Ein Journalismus Studium zu beginnen, ist in Deutschland sehr schwierig, weshalb viele angehende Journalistinnen einen alternativen Bildungsweg einschlagen. <br /> ____ möchte sich trotzdem an der Universität in Berlin bewerben. <br /><br /> Bitte schreibe einen passenden Namen in das Feld.",Lea,Journalist*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,neutral,21.806,filler_sentences,1
3511,,12680,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,female,Abitur,1655314540506,302,weiblich,1,deutsch,2,NA,NA,NA,1,Babysitterinnen werden trotz fehlender Kitaplätze immer schlechter bezahlt. <br /> ____________ möchte sich deshalb einen neuen Job suchen.<br /> <br /> Bitte schreibe einen passenden Namen in das Feld.,Linda,Babysitter*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,female,21.806,filler_sentences,1
3511,,16191,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,female,Abitur,1655314540506,302,weiblich,30,deutsch,2,NA,NA,NA,1,Wegen des Mietendeckels konnten viele Mieterinnen während der Pandemie zu günstigen Mieten in ihren Wohnungen bleiben. <br /> ____ wurde jedoch kürzlich wegen Eigenbedarfs der Mietvertrag gekündigt. <br /><br /> Bitte schreibe einen passenden Namen in das Feld.,Kim,Mieter*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,neutral,21.806,filler_sentences,1
3511,,17118,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,female,Abitur,1655314540506,302,weiblich,35,deutsch,2,NA,NA,NA,1,Eine eigene Praxis ist der Traum vieler Psychiaterinnen. <br /> ____ erhofft sich davon besonders flexible Arbeitszeiten. <br /><br /> Bitte schreibe einen passenden Namen in das Feld.,Manuela,Psychiater*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,neutral,21.806,filler_sentences,1
3511,,13449,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,gender-neutral,Abitur,1655314540506,302,weiblich,23,deutsch,2,NA,NA,NA,1,"Um während Operationen konzentriert zu bleiben, haben alle Chirurg*innen ihre ganz persönlichen Strategien. <br />	____ hört gerne klassische Musik während eines Eingriffs. <br /><br /> Bitte schreibe einen passenden Namen in das Feld.",Grace,Chirurg*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,male,21.806,filler_sentences,1
3511,,32133,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,male,Abitur,1655314540506,302,weiblich,8,deutsch,2,NA,NA,NA,1,"Viele Haushälter kümmern sich neben dem Haushalt auch um das seelische Wohl ihrer Vorgesetzten.<br /> ___________ hat immer ein offenes Ohr, wenn die Kinder Probleme in der Schule haben. <br /><br /> Bitte schreibe einen passenden Namen in das Feld.",Gido,Haushälter*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,female,21.806,filler_sentences,1
3511,,22967,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,male,Abitur,1655314540506,302,weiblich,25,deutsch,2,NA,NA,NA,1,"Bei einer Vernissage stellen Künstler ihre aktuellen Werke vor. <br /> ____ präsentiert stolz eine neue Technik, die Gips und Sand auf eine einzigartige Art und Weise  miteinander verbindet. <br /><br /> Bitte schreibe einen passenden Namen in das Feld.",Marlon,Künstler*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,neutral,21.806,filler_sentences,1
3511,,18346,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,female,Abitur,1655314540506,302,weiblich,11,deutsch,2,NA,NA,NA,1,Autorinnen von Liebesromanen wird oft ein Hang zur Dramatik nachgesagt.<br /> ___________ lässt Geschichten deshalb stets mit einem Happy End enden. <br /><br /> Bitte schreibe einen passenden Namen in das Feld.,Anne,Autor*innen von Liebesromanen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,female,21.806,filler_sentences,1
3511,,14109,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,male,Abitur,1655314540506,302,weiblich,13,deutsch,2,NA,NA,NA,1,"Um sich auf die Zeit im All vorzubereiten, müssen Astronauten eine spezielle Schulung durchlaufen. <br /> __________ fällt es schwer, sich an die Trockennahrung zu gewöhnen. <br /><br /> Bitte schreibe einen passenden Namen in das Feld.",Tristan,Astronaut*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,male,21.806,filler_sentences,1
3511,,26702,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,gender-neutral,Abitur,1655314540506,302,weiblich,4,deutsch,2,NA,NA,NA,1,Ernährungsberater*innen empfehlen die Einnahme von Vitaminpräparaten. <br />___________ hält Vitamin D im Winter für besonders wichtig. <br /> <br /> Bitte schreibe einen passenden Namen in das Feld.,Boris,Ernährungsberater*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,female,21.806,filler_sentences,1
3511,,22044,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,female,Abitur,1655314540506,302,weiblich,34,deutsch,2,NA,NA,NA,1,"Die Relevanz von politischen Aktivistinnen nimmt immer mehr zu. <br /> ____ geht jede Woche auf die Straße, um für den Klimaschutz zu demonstrieren. <br /><br /> Bitte schreibe einen passenden Namen in das Feld.",Ronja,Aktivist*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,neutral,21.806,filler_sentences,1
3511,,29698,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,female,Abitur,1655314540506,302,weiblich,10,deutsch,2,NA,NA,NA,1,"Um den Unterricht möglichst abwechslungsreich zu gestalten, nutzen Grundschullehrerinnen gerne verschiedene Medien.<br /> __________ verwendet am liebsten das Whiteboard, um Inhalte zu visualisieren. <br /><br /> Bitte schreibe einen passenden Namen in das Feld.",Miriam,Grundschullehrer*innen,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,female,21.806,filler_sentences,1
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,first,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,1
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,second,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,2
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,first,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,3
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,first,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,4
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,second,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,5
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,first,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,6
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,second,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,7
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,first,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,8
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,second,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,9
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,second,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,10
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,first,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,11
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,second,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,12
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,second,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,13
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,first,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,14
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,first,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,15
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,first,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,16
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,first,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,17
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,second,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,18
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,second,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,19
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,first,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,20
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,second,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,21
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,second,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,22
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,second,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,23
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,second,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,24
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,first,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,25
3511,NA,NA,25,Spannendes Experiment. Ich bin gespannt auf die Ergebnisse!,NA,Abitur,1655314540506,302,weiblich,NA,deutsch,NA,NA,NA,NA,NA,NA,first,NA,,Wed Jun 15 2022 19:13:52 GMT+0200 (Mitteleuropäische Sommerzeit),1655313232146,NA,21.806,name_check,26
